workplace_id,industry,region,n_workers,month,payment_date,payment_delay_days,contracted_wage,actual_wage,deduction_amount,overtime_hours,actual_overtime_pay,expected_overtime_pay,is_exploited,exploitation_type
133,서비스업,경기,7,9,2022-09-29,1,2060740,2110029,136914,30,470687,443700,0,none
133,서비스업,경기,7,10,2022-10-26,-2,2060740,2014643,185170,36,497315,532440,0,none
133,서비스업,경기,7,11,2022-11-29,2,2060740,2031467,217663,30,435839,443700,0,none
133,서비스업,경기,7,12,2022-12-29,2,2060740,2119309,150566,15,233957,221850,0,none
133,서비스업,경기,7,13,2023-01-27,1,2060740,2099315,168882,41,565587,606390,0,none
133,서비스업,경기,7,14,2023-02-27,2,2060740,2054839,106356,18,245830,266220,0,none
133,서비스업,경기,7,15,2023-03-29,2,2060740,2081535,287641,34,458386,502860,0,none
133,서비스업,경기,7,16,2023-04-25,-1,2060740,2042983,169699,31,414764,458490,0,none
133,서비스업,경기,7,17,2023-05-27,1,2060740,2058713,135562,46,716306,680340,0,none
133,서비스업,경기,7,18,2023-06-26,1,2060740,2040833,133311,39,582827,576810,0,none
133,서비스업,경기,7,19,2023-07-26,1,2060740,2093860,111385,13,177769,192270,0,none
133,서비스업,경기,7,20,2023-08-26,2,2060740,2048617,277323,6,86012,88740,0,none
134,서비스업,경남,3,0,2022-01-02,1,3500000,3516181,294793,6,138174,150718,0,none
134,서비스업,경남,3,1,2022-01-30,-1,3500000,3531562,290152,15,368614,376794,0,none
134,서비스업,경남,3,2,2022-02-28,-2,3500000,3481247,427146,50,1258879,1255981,0,none
134,서비스업,경남,3,3,2022-04-03,2,3500000,3459845,277355,38,1011488,954545,0,none
134,서비스업,경남,3,4,2022-05-03,2,3500000,3468983,279632,48,1220168,1205742,0,none
134,서비스업,경남,3,5,2022-06-02,2,3500000,3412360,219159,24,564940,602871,0,none
135,제조업,경남,12,0,2021-12-31,-1,2500000,2503837,249161,36,599964,645933,0,none
135,제조업,경남,12,1,2022-02-01,1,2500000,2443652,178568,13,212937,233254,0,none
135,제조업,경남,12,2,2022-03-03,1,2500000,2518304,251436,45,858623,807416,0,none
135,제조업,경남,12,3,2022-04-02,1,2500000,2533541,333171,45,759105,807416,0,none
135,제조업,경남,12,4,2022-05-02,1,2500000,2477535,354275,28,465615,502392,0,none
135,제조업,경남,12,5,2022-05-30,-1,2500000,2562521,265043,4,66801,71770,0,none
135,제조업,경남,12,6,2022-06-29,-1,2500000,2481035,178575,46,839410,825359,0,none
135,제조업,경남,12,7,2022-07-29,-1,2500000,2430126,204913,24,457358,430622,0,none
135,제조업,경남,12,8,2022-08-28,-1,2500000,2434137,232210,37,650509,663876,0,none
135,제조업,경남,12,9,2022-09-29,1,2500000,2549768,370118,29,519695,520335,0,none
135,제조업,경남,12,10,2022-10-29,1,2500000,2500426,137971,8,156236,143541,0,none
135,제조업,경남,12,11,2022-11-29,2,2500000,2479763,353146,11,208442,197368,0,none
135,제조업,경남,12,12,2022-12-28,1,2500000,2516008,281696,49,903453,879187,0,none
135,제조업,경남,12,13,2023-01-27,1,2500000,2447162,232031,40,674025,717703,0,none
135,제조업,경남,12,14,2023-02-24,-1,2500000,2549603,161026,39,766193,699761,0,none
135,제조업,경남,12,15,2023-03-28,1,2500000,2535247,152621,48,923616,861244,0,none
135,제조업,경남,12,16,2023-04-26,0,2500000,2522949,250569,36,674546,645933,0,none
135,제조업,경남,12,17,2023-05-25,-1,2500000,2513866,336852,22,383439,394737,0,none
135,제조업,경남,12,18,2023-06-25,0,2500000,2488132,306776,11,181867,197368,0,none
135,제조업,경남,12,19,2023-07-24,-1,2500000,2438201,348384,51,894806,915072,0,none
135,제조업,경남,12,20,2023-08-23,-1,2500000,2494354,222517,43,827633,771531,0,none
135,제조업,경남,12,21,2023-09-25,2,2500000,2542228,357702,50,851510,897129,0,none
135,제조업,경남,12,22,2023-10-24,1,2500000,2466182,331024,32,517358,574163,0,none
136,제조업,경북,9,0,2021-12-31,-1,2060740,2068404,147189,41,587093,606390,0,none
136,제조업,경북,9,1,2022-02-01,1,2060740,2063151,195881,14,186836,207060,0,none
136,제조업,경북,9,2,2022-02-28,-2,2060740,2080712,225015,24,371734,354960,0,none
136,제조업,경북,9,3,2022-04-01,0,2060740,2013316,225955,22,310737,325380,0,none
136,제조업,경북,9,4,2022-05-03,2,2060740,2019719,246020,19,289182,281010,0,none
136,제조업,경북,9,5,2022-06-02,2,2060740,2044979,157112,6,93350,88740,0,none
136,제조업,경북,9,6,2022-06-29,-1,2060740,2074576,180010,10,153874,147900,0,none
136,제조업,경북,9,7,2022-07-30,0,2060740,2084014,208667,43,630712,635970,0,none
136,제조업,경북,9,8,2022-08-31,2,2060740,2082973,218177,50,757979,739500,0,none
136,제조업,경북,9,9,2022-09-29,1,2060740,2096692,180094,20,299516,295800,0,none
136,제조업,경북,9,10,2022-10-30,2,2060740,2063876,252422,49,715441,724710,0,none
137,서비스업,경기,4,0,2021-12-30,-2,2060740,2018898,127427,19,295661,281010,0,none
137,서비스업,경기,4,1,2022-01-29,-2,2060740,2005381,155268,18,243551,266220,0,none
137,서비스업,경기,4,2,2022-03-02,0,2060740,2099432,111048,5,76301,73950,0,none
137,서비스업,경기,4,3,2022-04-01,0,2060740,2106680,202981,18,255868,266220,0,none
137,서비스업,경기,4,4,2022-04-30,-1,2060740,2046145,219325,26,354894,384540,0,none
137,서비스업,경기,4,5,2022-06-02,2,2060740,2041975,249393,6,86324,88740,0,none
137,서비스업,경기,4,6,2022-06-28,-2,2060740,2063283,183771,19,285344,281010,0,none
137,서비스업,경기,4,7,2022-08-01,2,2060740,2025095,132977,11,156713,162690,0,none
137,서비스업,경기,4,8,2022-08-28,-1,2060740,2050484,239829,1,14760,14790,0,none
137,서비스업,경기,4,9,2022-09-30,2,2060740,2052376,307400,29,465587,428910,0,none
137,서비스업,경기,4,10,2022-10-28,0,2060740,2102750,308528,49,694650,724710,0,none
138,건설업,경남,8,0,2022-01-02,1,3000000,3000789,289300,15,307038,322967,0,none
138,건설업,경남,8,1,2022-02-02,2,3000000,2915489,189543,43,997421,925837,0,none
138,건설업,경남,8,2,2022-03-02,0,3000000,2986116,305145,28,587196,602871,0,none
138,건설업,경남,8,3,2022-03-31,-1,3000000,3004187,163535,47,1099687,1011962,0,none
138,건설업,경남,8,4,2022-05-03,2,3000000,3044256,388404,22,497155,473684,0,none
138,건설업,경남,8,5,2022-05-30,-1,3000000,2934882,269712,44,1038300,947368,0,none
138,건설업,경남,8,6,2022-06-30,0,3000000,2978200,160415,20,396351,430622,0,none
138,건설업,경남,8,7,2022-07-29,-1,3000000,3067288,185947,23,490371,495215,0,none
138,건설업,경남,8,8,2022-08-27,-2,3000000,3003540,381471,22,475834,473684,0,none
138,건설업,경남,8,9,2022-09-28,0,3000000,3038910,190626,38,784030,818182,0,none
138,건설업,경남,8,10,2022-10-26,-2,3000000,3056022,216795,44,988561,947368,0,none
138,건설업,경남,8,11,2022-11-26,-1,3000000,3054498,221671,28,547626,602871,0,none
138,건설업,경남,8,12,2022-12-27,0,3000000,3011252,270639,47,1041085,1011962,0,none
138,건설업,경남,8,13,2023-01-27,1,3000000,3070043,290355,46,1021618,990431,0,none
138,건설업,경남,8,14,2023-02-27,2,3000000,2980731,438529,31,656222,667464,0,none
138,건설업,경남,8,15,2023-03-27,0,3000000,3037765,435178,25,510784,538278,0,none
138,건설업,경남,8,16,2023-04-28,2,3000000,3032264,225684,22,481901,473684,0,none
138,건설업,경남,8,17,2023-05-26,0,3000000,2995514,387989,25,523193,538278,0,none
138,건설업,경남,8,18,2023-06-26,1,3000000,2945707,438492,9,194224,193780,0,none
139,건설업,인천,8,0,2021-12-30,-2,3500000,3480931,365463,36,912168,904306,0,none
139,건설업,인천,8,1,2022-02-01,1,3500000,3423305,348626,33,774088,828947,0,none
139,건설업,인천,8,2,2022-03-02,0,3500000,3439197,286389,41,976364,1029904,0,none
139,건설업,인천,8,3,2022-03-31,-1,3500000,3417728,501659,8,194266,200957,0,none
139,건설업,인천,8,4,2022-04-29,-2,3500000,3567297,473882,34,798073,854067,0,none
139,건설업,인천,8,5,2022-05-29,-2,3500000,3454982,269818,44,1183827,1105263,0,none
139,건설업,인천,8,6,2022-07-01,1,3500000,3525583,385476,42,1064741,1055024,0,none
139,건설업,인천,8,7,2022-07-30,0,3500000,3513257,177020,47,1163933,1180622,0,none
140,농축산업,경기,11,0,2022-01-01,0,3500000,3395011,508872,12,320378,301435,0,none
140,농축산업,경기,11,1,2022-02-01,1,3500000,3511465,470112,35,875842,879187,0,none
140,농축산업,경기,11,2,2022-03-02,0,3500000,3507932,228565,11,276624,276316,0,none
140,농축산업,경기,11,3,2022-03-31,-1,3500000,3579137,219119,30,810139,753589,0,none
140,농축산업,경기,11,4,2022-05-01,0,3500000,3410978,350392,48,1250825,1205742,0,none
140,농축산업,경기,11,5,2022-05-31,0,3500000,3517434,493121,34,929565,854067,0,none
140,농축산업,경기,11,6,2022-07-02,2,3500000,3527589,383781,34,823005,854067,0,none
140,농축산업,경기,11,7,2022-07-30,0,3500000,3446862,451460,18,464319,452153,0,none
140,농축산업,경기,11,8,2022-08-28,-1,3500000,3477431,276985,34,909195,854067,0,none
140,농축산업,경기,11,9,2022-09-28,0,3500000,3500304,357290,18,447484,452153,0,none
140,농축산업,경기,11,10,2022-10-28,0,3500000,3420271,209488,40,1056524,1004785,0,none
140,농축산업,경기,11,11,2022-11-27,0,3500000,3562479,228922,41,1055682,1029904,0,none
140,농축산업,경기,11,12,2022-12-28,1,3500000,3539893,292157,26,678645,653110,0,none
140,농축산업,경기,11,13,2023-01-26,0,3500000,3542827,347383,46,1251383,1155502,0,none
140,농축산업,경기,11,14,2023-02-26,1,3500000,3451406,362035,45,1205578,1130383,0,none
140,농축산업,경기,11,15,2023-03-28,1,3500000,3447193,281454,22,582564,552632,0,none
140,농축산업,경기,11,16,2023-04-26,0,3500000,3445861,234170,25,662512,627990,0,none
140,농축산업,경기,11,17,2023-05-27,1,3500000,3557174,327130,22,533930,552632,0,none
140,농축산업,경기,11,18,2023-06-23,-2,3500000,3457253,273047,18,420142,452153,0,none
140,농축산업,경기,11,19,2023-07-24,-1,3500000,3537268,440443,25,593439,627990,0,none
140,농축산업,경기,11,20,2023-08-26,2,3500000,3600065,400635,40,960146,1004785,0,none
140,농축산업,경기,11,21,2023-09-24,1,3500000,3582586,354683,5,133770,125598,0,none
141,서비스업,경남,18,0,2022-01-02,1,2060740,2056704,232139,43,673520,635970,0,none
141,서비스업,경남,18,1,2022-02-02,2,2060740,2056695,221252,45,658203,665550,0,none
141,서비스업,경남,18,2,2022-02-28,-2,2060740,2107195,268188,4,64407,59160,0,none
141,서비스업,경남,18,3,2022-04-02,1,2060740,2031699,205055,32,506082,473280,0,none
141,서비스업,경남,18,4,2022-05-03,2,2060740,2093581,204741,31,493397,458490,0,none
141,서비스업,경남,18,5,2022-05-31,0,2060740,2031667,175134,3,46219,44370,0,none
141,서비스업,경남,18,6,2022-06-28,-2,2060740,2067573,123630,41,643382,606390,0,none
141,서비스업,경남,18,7,2022-07-28,-2,2060740,2079105,252521,7,97518,103530,0,none
141,서비스업,경남,18,8,2022-08-28,-1,2060740,2051927,140612,4,64393,59160,0,none
141,서비스업,경남,18,9,2022-09-28,0,2060740,2020957,289453,6,85912,88740,0,none
141,서비스업,경남,18,10,2022-10-26,-2,2060740,2064464,131426,42,604912,621180,0,none
141,서비스업,경남,18,11,2022-11-29,2,2060740,2020455,224668,31,476396,458490,0,none
141,서비스업,경남,18,12,2022-12-27,0,2060740,2084712,285249,3,44123,44370,0,none
141,서비스업,경남,18,13,2023-01-26,0,2060740,2029972,227548,25,397840,369750,0,none
141,서비스업,경남,18,14,2023-02-23,-2,2060740,2049195,218606,15,209800,221850,0,none
142,건설업,경북,3,0,2021-12-31,-1,3500000,3434610,214716,48,1216998,1205742,0,none
142,건설업,경북,3,1,2022-02-02,2,3500000,3405508,199288,23,612726,577751,0,none
142,건설업,경북,3,2,2022-03-01,-1,3500000,3446514,390330,13,322844,326555,0,none
142,건설업,경북,3,3,2022-03-31,-1,3500000,3411770,447295,46,1153891,1155502,0,none
142,건설업,경북,3,4,2022-05-02,1,3500000,3532326,497918,42,961490,1055024,0,none
142,건설업,경북,3,5,2022-05-29,-2,3500000,3458138,377326,50,1224817,1255981,0,none
142,건설업,경북,3,6,2022-06-29,-1,3500000,3579086,494370,6,143663,150718,0,none
142,건설업,경북,3,7,2022-07-29,-1,3500000,3510320,507189,49,1353607,1230861,0,none
142,건설업,경북,3,8,2022-08-27,-2,3500000,3528091,275228,26,687626,653110,0,none
142,건설업,경북,3,9,2022-09-26,-2,3500000,3497550,182899,3,78176,75359,0,none
142,건설업,경북,3,10,2022-10-28,0,3500000,3512578,280322,2,46895,50239,0,none
142,건설업,경북,3,11,2022-11-25,-2,3500000,3406397,383821,20,460881,502392,0,none
142,건설업,경북,3,12,2022-12-25,-2,3500000,3553327,213638,19,474199,477273,0,none
142,건설업,경북,3,13,2023-01-28,2,3500000,3520618,267542,12,303101,301435,0,none
143,서비스업,충남,15,0,2021-12-30,-2,2060740,2116266,263195,12,169863,177480,0,none
143,서비스업,충남,15,1,2022-02-01,1,2060740,2052381,273804,47,740020,695130,0,none
143,서비스업,충남,15,2,2022-03-02,0,2060740,2122500,157249,10,150150,147900,0,none
143,서비스업,충남,15,3,2022-04-02,1,2060740,2019273,133675,47,689056,695130,0,none
143,서비스업,충남,15,4,2022-04-30,-1,2060740,2007512,303375,13,173592,192270,0,none
143,서비스업,충남,15,5,2022-06-01,1,2060740,2068484,130798,40,550296,591600,0,none
143,서비스업,충남,15,6,2022-06-28,-2,2060740,2108660,161359,35,511227,517650,0,none
143,서비스업,충남,15,7,2022-07-31,1,2060740,2045927,282583,9,137453,133110,0,none
143,서비스업,충남,15,8,2022-08-28,-1,2060740,2080745,195405,41,599914,606390,0,none
143,서비스업,충남,15,9,2022-09-27,-1,2060740,2030902,250496,3,46336,44370,0,none
143,서비스업,충남,15,10,2022-10-30,2,2060740,2043447,198869,44,675475,650760,0,none
143,서비스업,충남,15,11,2022-11-25,-2,2060740,2072347,236060,37,535887,547230,0,none
144,제조업,충남,3,0,2022-01-01,0,2500000,2449029,126946,23,433559,412679,0,none
144,제조업,충남,3,1,2022-01-29,-2,2500000,2452948,149932,45,785345,807416,0,none
144,제조업,충남,3,2,2022-03-03,1,2500000,2531564,167333,23,440081,412679,0,none
144,제조업,충남,3,3,2022-04-03,2,2500000,2499298,231923,48,939793,861244,0,none
144,제조업,충남,3,4,2022-05-03,2,2500000,2502500,309004,39,707716,699761,0,none
144,제조업,충남,3,5,2022-06-01,1,2500000,2481695,240919,16,263456,287081,0,none
144,제조업,충남,3,6,2022-06-29,-1,2500000,2468232,165077,0,0,0,0,none
144,제조업,충남,3,7,2022-08-01,2,2500000,2436381,299554,47,864177,843301,0,none
144,제조업,충남,3,8,2022-08-29,0,2500000,2495415,305081,19,342916,340909,0,none
144,제조업,충남,3,9,2022-09-29,1,2500000,2498597,366525,41,784528,735646,0,none
144,제조업,충남,3,10,2022-10-30,2,2500000,2494103,347706,25,412183,448565,0,none
144,제조업,충남,3,11,2022-11-29,2,2500000,2436741,358353,33,575897,592105,0,none
144,제조업,충남,3,12,2022-12-27,0,2500000,2487758,235214,10,184243,179426,0,none
144,제조업,충남,3,13,2023-01-24,-2,2500000,2435698,142308,38,642325,681818,0,none
145,농축산업,경북,9,0,2022-01-03,2,2500000,2487459,237727,22,420545,394737,0,none
145,농축산업,경북,9,1,2022-01-31,0,2500000,2530591,209486,46,793992,825359,0,none
145,농축산업,경북,9,2,2022-03-01,-1,2500000,2549009,151730,4,71839,71770,0,none
145,농축산업,경북,9,3,2022-04-03,2,2500000,2513023,333195,49,803976,879187,0,none
145,농축산업,경북,9,4,2022-05-02,1,2500000,2524185,302476,20,323734,358852,0,none
145,농축산업,경북,9,5,2022-05-30,-1,2500000,2551489,247397,25,431643,448565,0,none
145,농축산업,경북,9,6,2022-06-28,-2,2500000,2448382,176611,10,186150,179426,0,none
145,농축산업,경북,9,7,2022-07-29,-1,2500000,2448656,188067,17,284078,305024,0,none
145,농축산업,경북,9,8,2022-08-31,2,2500000,2507142,161129,15,249435,269139,0,none
145,농축산업,경북,9,9,2022-09-27,-1,2500000,2501611,238754,23,434730,412679,0,none
145,농축산업,경북,9,10,2022-10-30,2,2500000,2491892,181165,9,168810,161483,0,none
145,농축산업,경북,9,11,2022-11-29,2,2500000,2481325,249439,22,382351,394737,0,none
145,농축산업,경북,9,12,2022-12-27,0,2500000,2561419,255000,12,227710,215311,0,none
145,농축산업,경북,9,13,2023-01-25,-1,2500000,2523055,318484,38,724613,681818,0,none
145,농축산업,경북,9,14,2023-02-25,0,2500000,2455805,309307,51,951622,915072,0,none
145,농축산업,경북,9,15,2023-03-29,2,2500000,2492422,367981,27,518387,484450,0,none
145,농축산업,경북,9,16,2023-04-28,2,2500000,2449776,355358,37,653662,663876,0,none
146,제조업,경남,17,0,2022-01-01,0,2060740,2039757,225724,31,492620,458490,0,none
146,제조업,경남,17,1,2022-01-31,0,2060740,2046579,135646,3,46104,44370,0,none
146,제조업,경남,17,2,2022-03-01,-1,2060740,2111856,159822,10,156798,147900,0,none
146,제조업,경남,17,3,2022-04-03,2,2060740,2053047,107494,41,604400,606390,0,none
146,제조업,경남,17,4,2022-04-29,-2,2060740,2038690,130272,39,562550,576810,0,none
146,제조업,경남,17,5,2022-06-02,2,2060740,2064542,224587,34,472750,502860,0,none
146,제조업,경남,17,6,2022-06-28,-2,2060740,2116924,201661,7,107653,103530,0,none
146,제조업,경남,17,7,2022-07-29,-1,2060740,2115755,143339,46,699618,680340,0,none
146,제조업,경남,17,8,2022-08-28,-1,2060740,2068189,155587,5,70438,73950,0,none
146,제조업,경남,17,9,2022-09-26,-2,2060740,2036684,256480,23,309386,340170,0,none
146,제조업,경남,17,10,2022-10-28,0,2060740,2086239,264321,32,469051,473280,0,none
146,제조업,경남,17,11,2022-11-29,2,2060740,2046886,135991,18,260797,266220,0,none
146,제조업,경남,17,12,2022-12-26,-1,2060740,2062377,224039,46,677141,680340,0,none
146,제조업,경남,17,13,2023-01-28,2,2060740,2008149,291479,16,213953,236640,0,none
146,제조업,경남,17,14,2023-02-25,0,2060740,2056085,188078,25,351739,369750,0,none
146,제조업,경남,17,15,2023-03-25,-2,2060740,2032894,125581,25,381569,369750,0,none
146,제조업,경남,17,16,2023-04-25,-1,2060740,2051702,216794,13,181924,192270,0,none
146,제조업,경남,17,17,2023-05-27,1,2060740,2064695,269758,50,781020,739500,0,none
146,제조업,경남,17,18,2023-06-27,2,2060740,2087402,267907,51,731074,754290,0,none
146,제조업,경남,17,19,2023-07-26,1,2060740,2105878,206069,48,658934,709920,0,none
146,제조업,경남,17,20,2023-08-22,-2,2060740,2030788,149698,16,235727,236640,0,none
147,건설업,경북,7,0,2022-01-02,1,2060740,2087751,261732,24,352286,354960,0,none
147,건설업,경북,7,1,2022-01-30,-1,2060740,2089912,131532,47,759941,695130,0,none
147,건설업,경북,7,2,2022-02-28,-2,2060740,2021936,128932,25,343008,369750,0,none
147,건설업,경북,7,3,2022-04-01,0,2060740,2037690,275872,43,626884,635970,0,none
147,건설업,경북,7,4,2022-05-01,0,2060740,2075820,184510,36,561001,532440,0,none
147,건설업,경북,7,5,2022-06-01,1,2060740,2104249,243997,11,155056,162690,0,none
147,건설업,경북,7,6,2022-06-29,-1,2060740,2036851,110463,13,208912,192270,0,none
147,건설업,경북,7,7,2022-08-01,2,2060740,2012084,204396,49,763622,724710,0,none
147,건설업,경북,7,8,2022-08-30,1,2060740,2032239,153054,37,601042,547230,0,none
147,건설업,경북,7,9,2022-09-26,-2,2060740,1999157,252600,8,122037,118320,0,none
147,건설업,경북,7,10,2022-10-27,-1,2060740,2025447,233699,10,155617,147900,0,none
148,농축산업,경기,9,0,2022-01-01,0,3500000,3431882,322482,33,877662,828947,0,none
148,농축산업,경기,9,1,2022-01-30,-1,3500000,3448922,187208,39,962084,979665,0,none
148,농축산업,경기,9,2,2022-03-03,1,3500000,3585258,189438,16,396420,401914,0,none
148,농축산업,경기,9,3,2022-03-30,-2,3500000,3415064,405603,27,698185,678230,0,none
148,농축산업,경기,9,4,2022-04-29,-2,3500000,3411552,442050,16,408712,401914,0,none
148,농축산업,경기,9,5,2022-06-02,2,3500000,3502946,375602,8,218068,200957,0,none
148,농축산업,경기,9,6,2022-06-28,-2,3500000,3482095,500623,4,106203,100478,0,none
148,농축산업,경기,9,7,2022-07-31,1,3500000,3536920,370959,49,1302171,1230861,0,none
149,서비스업,충남,9,0,2022-01-01,0,2060740,2080694,109644,35,474499,517650,0,none
149,서비스업,충남,9,1,2022-01-30,-1,2060740,2085073,225863,36,528222,532440,0,none
149,서비스업,충남,9,2,2022-03-03,1,2060740,2042565,234177,41,636864,606390,0,none
149,서비스업,충남,9,3,2022-04-01,0,2060740,2096800,201067,28,417153,414120,0,none
149,서비스업,충남,9,4,2022-04-29,-2,2060740,2000417,154385,47,725550,695130,0,none
149,서비스업,충남,9,5,2022-06-02,2,2060740,2112228,113345,41,564583,606390,0,none
149,서비스업,충남,9,6,2022-06-28,-2,2060740,2013551,308380,21,328433,310590,0,none
149,서비스업,충남,9,7,2022-07-31,1,2060740,2086735,126818,41,595088,606390,0,none
149,서비스업,충남,9,8,2022-08-27,-2,2060740,2044377,224846,40,592046,591600,0,none
149,서비스업,충남,9,9,2022-09-26,-2,2060740,2064148,254687,21,331617,310590,0,none
149,서비스업,충남,9,10,2022-10-30,2,2060740,2058677,172272,13,178984,192270,0,none
149,서비스업,충남,9,11,2022-11-29,2,2060740,2044233,218351,36,550065,532440,0,none
149,서비스업,충남,9,12,2022-12-26,-1,2060740,1999539,191200,38,528016,562020,0,none
149,서비스업,충남,9,13,2023-01-28,2,2060740,2020504,161987,12,178078,177480,0,none
149,서비스업,충남,9,14,2023-02-25,0,2060740,2024866,226496,37,502240,547230,0,none
150,농축산업,인천,13,0,2021-12-30,-2,3500000,3513808,302908,39,1065121,979665,0,none
150,농축산업,인천,13,1,2022-01-31,0,3500000,3472688,272638,15,352709,376794,0,none
150,농축산업,인천,13,2,2022-03-04,2,3500000,3412697,459152,11,288413,276316,0,none
150,농축산업,인천,13,3,2022-04-02,1,3500000,3598474,375647,15,355712,376794,0,none
150,농축산업,인천,13,4,2022-04-29,-2,3500000,3550973,320008,12,299842,301435,0,none
150,농축산업,인천,13,5,2022-06-01,1,3500000,3477211,470733,31,700875,778708,0,none
151,농축산업,전남,18,0,2021-12-30,-2,3500000,3450432,506743,33,806919,828947,0,none
151,농축산업,전남,18,1,2022-01-30,-1,3500000,3453345,479467,47,1205401,1180622,0,none
151,농축산업,전남,18,2,2022-03-04,2,3500000,3414289,330757,26,718356,653110,0,none
151,농축산업,전남,18,3,2022-03-30,-2,3500000,3582626,463129,47,1086890,1180622,0,none
151,농축산업,전남,18,4,2022-04-30,-1,3500000,3595060,310148,22,584345,552632,0,none
151,농축산업,전남,18,5,2022-05-29,-2,3500000,3412374,463393,44,1144412,1105263,0,none
151,농축산업,전남,18,6,2022-07-01,1,3500000,3411745,467958,28,644113,703349,0,none
151,농축산업,전남,18,7,2022-07-31,1,3500000,3484756,222179,14,380770,351675,0,none
151,농축산업,전남,18,8,2022-08-28,-1,3500000,3514522,499837,1,25272,25120,0,none
151,농축산업,전남,18,9,2022-09-27,-1,3500000,3562403,329998,19,459945,477273,0,none
151,농축산업,전남,18,10,2022-10-27,-1,3500000,3535050,256910,22,562367,552632,0,none
151,농축산업,전남,18,11,2022-11-25,-2,3500000,3496696,367493,26,652038,653110,0,none
151,농축산업,전남,18,12,2022-12-28,1,3500000,3520941,237150,44,1061878,1105263,0,none
151,농축산업,전남,18,13,2023-01-25,-1,3500000,3514244,466059,10,272924,251196,0,none
151,농축산업,전남,18,14,2023-02-23,-2,3500000,3572020,339534,36,884371,904306,0,none
151,농축산업,전남,18,15,2023-03-27,0,3500000,3516694,407797,3,74438,75359,0,none
151,농축산업,전남,18,16,2023-04-24,-2,3500000,3522725,252000,18,450274,452153,0,none
151,농축산업,전남,18,17,2023-05-24,-2,3500000,3463278,339889,34,908512,854067,0,none
151,농축산업,전남,18,18,2023-06-26,1,3500000,3575108,489128,16,437821,401914,0,none
151,농축산업,전남,18,19,2023-07-27,2,3500000,3539257,434931,39,916946,979665,0,none
151,농축산업,전남,18,20,2023-08-24,0,3500000,3576797,186238,18,465163,452153,0,none
151,농축산업,전남,18,21,2023-09-24,1,3500000,3554492,485126,3,78811,75359,0,none
152,농축산업,전남,10,0,2022-01-01,0,3000000,2987278,439817,37,813238,796651,0,none
152,농축산업,전남,10,1,2022-01-31,0,3000000,3078542,327480,7,136010,150718,0,none
152,농축산업,전남,10,2,2022-03-02,0,3000000,3074201,417839,15,332907,322967,0,none
152,농축산업,전남,10,3,2022-03-30,-2,3000000,3085603,334881,48,1123644,1033493,0,none
152,농축산업,전남,10,4,2022-04-30,-1,3000000,2947460,243358,27,612731,581340,0,none
152,농축산업,전남,10,5,2022-06-02,2,3000000,3003461,447968,7,135995,150718,0,none
152,농축산업,전남,10,6,2022-06-29,-1,3000000,3047537,335805,30,611328,645933,0,none
152,농축산업,전남,10,7,2022-07-30,0,3000000,3046287,445562,38,868895,818182,0,none
152,농축산업,전남,10,8,2022-08-30,1,3000000,3072678,272954,50,1081924,1076555,0,none
152,농축산업,전남,10,9,2022-09-27,-1,3000000,2943791,396360,44,1025953,947368,0,none
152,농축산업,전남,10,10,2022-10-30,2,3000000,3040998,186439,24,527963,516746,0,none
152,농축산업,전남,10,11,2022-11-27,0,3000000,2991498,222982,14,324186,301435,0,none
152,농축산업,전남,10,12,2022-12-28,1,3000000,3071974,395521,1,23643,21531,0,none
152,농축산업,전남,10,13,2023-01-25,-1,3000000,2964670,444883,5,102792,107656,0,none
152,농축산업,전남,10,14,2023-02-26,1,3000000,2989588,167052,33,778523,710526,0,none
152,농축산업,전남,10,15,2023-03-26,-1,3000000,3010251,346739,15,322774,322967,0,none
152,농축산업,전남,10,16,2023-04-24,-2,3000000,2921357,182357,17,377028,366029,0,none
152,농축산업,전남,10,17,2023-05-27,1,3000000,2976959,404104,31,711238,667464,0,none
152,농축산업,전남,10,18,2023-06-23,-2,3000000,2957790,240778,9,184819,193780,0,none
153,건설업,경기,4,0,2022-01-02,1,2060740,2041093,214646,21,321472,310590,0,none
153,건설업,경기,4,1,2022-01-30,-1,2060740,2056102,217625,32,452915,473280,0,none
153,건설업,경기,4,2,2022-03-02,0,2060740,2030146,240891,13,201768,192270,0,none
153,건설업,경기,4,3,2022-04-01,0,2060740,2117384,105206,31,503456,458490,0,none
153,건설업,경기,4,4,2022-05-01,0,2060740,2100445,204639,46,727526,680340,0,none
153,건설업,경기,4,5,2022-05-29,-2,2060740,2052679,144410,27,367987,399330,0,none
153,건설업,경기,4,6,2022-07-01,1,2060740,2003796,106019,40,546547,591600,0,none
153,건설업,경기,4,7,2022-07-31,1,2060740,2069044,217084,45,603235,665550,0,none
153,건설업,경기,4,8,2022-08-31,2,2060740,2044685,117700,43,686098,635970,0,none
153,건설업,경기,4,9,2022-09-27,-1,2060740,2104602,277186,26,383021,384540,0,none
153,건설업,경기,4,10,2022-10-30,2,2060740,2060072,203999,37,551474,547230,0,none
153,건설업,경기,4,11,2022-11-28,1,2060740,2052603,130058,15,219870,221850,0,none
153,건설업,경기,4,12,2022-12-29,2,2060740,2101303,187850,38,564134,562020,0,none
154,농축산업,인천,19,0,2021-12-30,-2,2060740,2001538,149917,1,14718,14790,0,none
154,농축산업,인천,19,1,2022-01-31,0,2060740,2093216,191122,14,212305,207060,0,none
